Route_name,Route_link,Bus_name,Bus_type,Start_time,End_time,Total_duration,price,Seats_Available,Ratings
Jagityal to Hyderabad,https://www.redbus.in/bus-tickets/jagityal-to-hyderabad,TSRTC - 7465,RAJDHANI (A.C. Semi Sleeper),15:40,20:05,04h 25m,INR 442,16 Seats available,3.9
Jagityal to Hyderabad,https://www.redbus.in/bus-tickets/jagityal-to-hyderabad,TSRTC - 7418,Super Luxury (Non AC Seater 2+2 Push Back),16:40,21:05,04h 25m,INR 365,25 Seats available,4.0
Jagityal to Hyderabad,https://www.redbus.in/bus-tickets/jagityal-to-hyderabad,TSRTC - 7382,RAJDHANI (A.C. Semi Sleeper),18:15,22:50,04h 35m,INR 442,27 Seats available,4.1
Jagityal to Hyderabad,https://www.redbus.in/bus-tickets/jagityal-to-hyderabad,TSRTC - 7302,Super Luxury (Non AC Seater 2+2 Push Back),19:15,00:35,05h 20m,INR 365,31 Seats available,4.3
Jagityal to Hyderabad,https://www.redbus.in/bus-tickets/jagityal-to-hyderabad,TSRTC - 7345,Super Luxury (Non AC Seater 2+2 Push Back),19:45,00:10,04h 25m,INR 365,28 Seats available,2.5
Jagityal to Hyderabad,https://www.redbus.in/bus-tickets/jagityal-to-hyderabad,TSRTC - 7355,Super Luxury (Non AC Seater 2+2 Push Back),20:00,00:50,04h 50m,INR 365,29 Seats available,3.7
Jagityal to Hyderabad,https://www.redbus.in/bus-tickets/jagityal-to-hyderabad,TSRTC - 7527,Super Luxury (Non AC Seater 2+2 Push Back),21:15,01:45,04h 30m,INR 365,29 Seats available,2.7
Jagityal to Hyderabad,https://www.redbus.in/bus-tickets/jagityal-to-hyderabad,TSRTC - 7384,RAJDHANI (A.C. Semi Sleeper),22:00,02:45,04h 45m,INR 442,20 Seats available,3.0
Jagityal to Hyderabad,https://www.redbus.in/bus-tickets/jagityal-to-hyderabad,Harikrishna Travels,Non A/C Seater / Sleeper (2+1),17:30,23:55,06h 25m,INR 650,40 Seats available,3.0
Jagityal to Hyderabad,https://www.redbus.in/bus-tickets/jagityal-to-hyderabad,SLVR Travels,Non A/C Seater / Sleeper (2+1),17:30,23:35,06h 05m,INR 690,35 Seats available,2.7
Jagityal to Hyderabad,https://www.redbus.in/bus-tickets/jagityal-to-hyderabad,Harikrishna Travels,Volvo Multi-Axle A/C Sleeper (2+1),17:30,22:00,04h 30m,INR 1200,38 Seats available,4.9
Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,TSRTC - 8735,Super Luxury (Non AC Seater 2+2 Push Back),08:30,16:00,07h 30m,INR 517,31 Seats available,3.7
Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,TSRTC - 7647,Super Luxury (Non AC Seater 2+2 Push Back),09:30,18:10,08h 40m,INR 517,31 Seats available,3.1
Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,TSRTC - 1322,LAHARI A/C SLEEPER CUM SEATER,10:25,19:00,08h 35m,INR 627,28 Seats available,4.0
Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,TSRTC - 8755,Super Luxury (Non AC Seater 2+2 Push Back),10:30,18:00,07h 30m,INR 517,31 Seats available,4.1
Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,TSRTC - 8743,Super Luxury (Non AC Seater 2+2 Push Back),12:15,19:45,07h 30m,INR 517,31 Seats available,1.9
Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,TSRTC - 1953,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),15:00,23:00,08h 00m,INR 627,33 Seats available,2.9
Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,TSRTC - 8796,RAJDHANI (A.C. Semi Sleeper),15:40,22:40,07h 00m,INR 627,37 Seats available,4.1
Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,TSRTC - 1320,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),15:55,23:50,07h 55m,INR 627,32 Seats available,3.8
Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,TSRTC - 34336,Super Luxury (Non AC Seater 2+2 Push Back),16:00,23:30,07h 30m,INR 517,33 Seats available,4.5
Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,TSRTC - 8760,Super Luxury (Non AC Seater 2+2 Push Back),17:00,00:30,07h 30m,INR 517,29 Seats available,4.4
Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,BSR Tours And Travels,A/C Seater / Sleeper (2+1),22:00,05:30,07h 30m,INR 580,29 Seats available,4.5
Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,BSR Tours And Travels,A/C Sleeper (2+1),22:00,05:30,07h 30m,780,16 Seats available,4.6
Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,SAIRAJ TRAVELS,A/C Seater / Sleeper (2+1),22:15,05:45,07h 30m,INR 560,27 Seats available,4.1
Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Bharathi Tours & Travels,A/C Sleeper (2+1),21:20,05:50,08h 30m,INR 780,29 Seats available,3.2
Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Bharathi Tours & Travels,Non A/C Seater / Sleeper (2+1),21:20,05:50,08h 30m,INR 560,32 Seats available,3.0
Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,TSRTC - 1777,Super Luxury (Non AC Seater 2+2 Push Back),09:30,22:20,12h 50m,INR 732,2 Seats available,2.9
Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,TSRTC - 8265,Super Luxury (Non AC Seater 2+2 Push Back),10:30,22:00,11h 30m,INR 732,13 Seats available,2.9
Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,TSRTC - 6762,Super Luxury (Non AC Seater 2+2 Push Back),11:30,22:20,10h 50m,INR 732,23 Seats available,3.5
Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,TSRTC - 2085,Super Luxury (Non AC Seater 2+2 Push Back),12:50,03:20,14h 30m,INR 732,23 Seats available,2.9
Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,TSRTC - 1711,Super Luxury (Non AC Seater 2+2 Push Back),15:00,03:30,12h 30m,INR 732,26 Seats available,2.6
Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,TSRTC - 4457,Super Luxury (Non AC Seater 2+2 Push Back),15:00,03:50,12h 50m,INR 764,4 Seats available,3.9
Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,TSRTC - 7452,Super Luxury (Non AC Seater 2+2 Push Back),15:45,04:30,12h 45m,INR 732,31 Seats available,3.1
Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,TSRTC - 9595,Lahari A/C sleeper,16:30,05:40,13h 10m,INR 1114,7 Seats available,4.3
Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,TSRTC - 2474,Super Luxury (Non AC Seater 2+2 Push Back),16:30,04:30,12h 00m,INR 732,22 Seats available,3.9
Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,TSRTC - 7649,Super Luxury (Non AC Seater 2+2 Push Back),16:40,05:30,12h 50m,INR 732,23 Seats available,3.6
Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,TSRTC - 2855,LAHARI A/C SLEEPER CUM SEATER,16:45,07:40,14h 55m,INR 819,35 Seats available,2.9
Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,TSRTC - 1759,Super Luxury (Non AC Seater 2+2 Push Back),16:45,05:50,13h 05m,INR 732,1 Seat available,4.5
Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,TSRTC - 2014,Super Luxury (Non AC Seater 2+2 Push Back),17:05,06:25,13h 20m,INR 732,27 Seats available,4.3
Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,TSRTC - 2765,Super Luxury (Non AC Seater 2+2 Push Back),17:15,06:30,13h 15m,INR 764,10 Seats available,4.7
Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,TSRTC - 7694,LAHARI A/C SLEEPER CUM SEATER,17:30,06:00,12h 30m,INR 784,28 Seats available,4.6
Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,IntrCity SmartBus,AC Sleeper (2+1),21:30,07:20,09h 50m,INR 1019,20 Seats available,4.5
Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,Ramana Tours And Travels,A/C Sleeper (2+1),20:30,07:50,11h 20m,INR 810,16 Seats available,4.0
Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,IntrCity SmartBus,AC Sleeper (2+1),20:20,06:45,10h 25m,INR 899,21 Seats available,4.4
Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,AdZingbus Plus,A/C Sleeper (2+1),22:30,09:15,10h 45m,769,28 Seats available,5.0
Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,Sai Karthik Travels,Non A/C Seater / Sleeper (2+1),21:40,09:15,11h 35m,INR 600,29 Seats available,3.4
Hyderabad to Armoor,https://www.redbus.in/bus-tickets/hyderabad-to-armoor,TSRTC - 7879,Super Luxury (Non AC Seater 2+2 Push Back),08:30,11:55,03h 25m,INR 310,9 Seats available,2.7
Hyderabad to Armoor,https://www.redbus.in/bus-tickets/hyderabad-to-armoor,TSRTC - 4005,Super Luxury (Non AC Seater 2+2 Push Back),09:00,12:30,03h 30m,INR 312,15 Seats available,3.6
Hyderabad to Armoor,https://www.redbus.in/bus-tickets/hyderabad-to-armoor,TSRTC - 8199,RAJDHANI (A.C. Semi Sleeper),09:00,13:55,04h 55m,INR 377,28 Seats available,2.5
Hyderabad to Armoor,https://www.redbus.in/bus-tickets/hyderabad-to-armoor,TSRTC - 7988,LAHARI A/C SLEEPER CUM SEATER,10:30,15:25,04h 55m,INR 377,45 Seats available,3.1
Hyderabad to Armoor,https://www.redbus.in/bus-tickets/hyderabad-to-armoor,TSRTC - 6008,Super Luxury (Non AC Seater 2+2 Push Back),12:20,17:00,04h 40m,INR 312,31 Seats available,3.2
Hyderabad to Armoor,https://www.redbus.in/bus-tickets/hyderabad-to-armoor,TSRTC - 7896,Super Luxury (Non AC Seater 2+2 Push Back),12:50,17:45,04h 55m,INR 310,32 Seats available,3.1
Hyderabad to Armoor,https://www.redbus.in/bus-tickets/hyderabad-to-armoor,TSRTC - 1139,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),14:20,18:50,04h 30m,INR 377,40 Seats available,2.6
Hyderabad to Armoor,https://www.redbus.in/bus-tickets/hyderabad-to-armoor,TSRTC - 8101,Super Luxury (Non AC Seater 2+2 Push Back),14:30,18:25,03h 55m,INR 310,31 Seats available,2.7
Hyderabad to Armoor,https://www.redbus.in/bus-tickets/hyderabad-to-armoor,TSRTC - 7998,Super Luxury (Non AC Seater 2+2 Push Back),16:50,18:50,02h 00m,INR 310,31 Seats available,3.2
Hyderabad to Armoor,https://www.redbus.in/bus-tickets/hyderabad-to-armoor,TSRTC - 8009,LAHARI A/C SLEEPER CUM SEATER,18:00,21:55,03h 55m,INR 377,45 Seats available,2.9
Hyderabad to Armoor,https://www.redbus.in/bus-tickets/hyderabad-to-armoor,TSRTC - 6010,Super Luxury (Non AC Seater 2+2 Push Back),18:30,23:10,04h 40m,INR 312,31 Seats available,1.7
Hyderabad to Armoor,https://www.redbus.in/bus-tickets/hyderabad-to-armoor,TSRTC - 8113,RAJDHANI (A.C. Semi Sleeper),18:30,22:25,03h 55m,INR 377,33 Seats available,3.7
Hyderabad to Armoor,https://www.redbus.in/bus-tickets/hyderabad-to-armoor,TSRTC - 4007,Super Luxury (Non AC Seater 2+2 Push Back),19:00,22:30,03h 30m,INR 312,31 Seats available,4.4
Hyderabad to Armoor,https://www.redbus.in/bus-tickets/hyderabad-to-armoor,TSRTC - 1966,RAJDHANI (A.C. Semi Sleeper),22:00,02:35,04h 35m,INR 377,33 Seats available,4.2
Hyderabad to Armoor,https://www.redbus.in/bus-tickets/hyderabad-to-armoor,Vamshi Tours Travels and Holidays,NON A/C Semi Sleeper (2+2),18:30,03:15,08h 45m,INR 2997,37 Seats available,3.9
Hyderabad to Armoor,https://www.redbus.in/bus-tickets/hyderabad-to-armoor,Shree Devnarayan Travels,NON A/C Seater/ Sleeper (2+1),20:30,01:00,04h 30m,INR 1000,40 Seats available,3.8
Hyderabad to Armoor,https://www.redbus.in/bus-tickets/hyderabad-to-armoor,Milan Travels,A/C Sleeper (2+1),20:30,23:30,03h 00m,INR 4000,36 Seats available,3.9
Hyderabad to Armoor,https://www.redbus.in/bus-tickets/hyderabad-to-armoor,Saini Travels Pvt. Ltd.,AC Sleeper (2+1),21:30,01:40,04h 10m,INR 1000,30 Seats available,3.4
Hyderabad to Armoor,https://www.redbus.in/bus-tickets/hyderabad-to-armoor,Vijayant Travels,A/C Sleeper (2+1),21:45,01:15,03h 30m,1140,24 Seats available,3.6
Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,TSRTC - 2945,Super Luxury (Non AC Seater 2+2 Push Back),09:00,14:35,05h 35m,INR 474,31 Seats available,2.8
Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,TSRTC - 1777,Super Luxury (Non AC Seater 2+2 Push Back),09:30,16:00,06h 30m,INR 380,5 Seats available,3.8
Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,TSRTC - 1727,Super Luxury (Non AC Seater 2+2 Push Back),09:45,16:30,06h 45m,INR 474,31 Seats available,3.5
Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,TSRTC - 8265,Super Luxury (Non AC Seater 2+2 Push Back),10:30,16:40,06h 10m,INR 380,21 Seats available,4.9
Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,TSRTC - 1052,Super Luxury (Non AC Seater 2+2 Push Back),11:00,17:50,06h 50m,INR 476,31 Seats available,3.0
Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,TSRTC - 6762,Super Luxury (Non AC Seater 2+2 Push Back),11:30,17:15,05h 45m,INR 380,23 Seats available,4.6
Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,TSRTC - 2085,Super Luxury (Non AC Seater 2+2 Push Back),12:50,21:45,08h 55m,INR 380,24 Seats available,3.3
Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,TSRTC - 1711,Super Luxury (Non AC Seater 2+2 Push Back),15:00,21:50,06h 50m,INR 380,26 Seats available,3.6
Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,TSRTC - 2474,Super Luxury (Non AC Seater 2+2 Push Back),16:30,22:15,05h 45m,INR 380,18 Seats available,3.5
Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,TSRTC - 9681,Lahari A/C sleeper,17:30,00:30,07h 00m,INR 554,21 Seats available,3.8
Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,TSRTC - 1453,Super Luxury (Non AC Seater 2+2 Push Back),17:30,23:30,06h 00m,INR 380,21 Seats available,3.5
Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,TSRTC - 8261,RAJDHANI (A.C. Semi Sleeper),17:45,23:30,05h 45m,INR 403,15 Seats available,4.3
Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,TSRTC - 1740,Super Luxury (Non AC Seater 2+2 Push Back),19:15,02:10,06h 55m,INR 380,27 Seats available,4.6
Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,TSRTC - 1962,Super Luxury (Non AC Seater 2+2 Push Back),19:25,04:00,08h 35m,INR 380,4 Seats available,4.3
Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,TSRTC - 1498,Super Luxury (Non AC Seater 2+2 Push Back),20:00,02:10,06h 10m,INR 380,28 Seats available,4.3
Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,VEERA BRAHMENDRA TRAVELS,Non A/C Seater / Sleeper (2+1),21:30,04:20,06h 50m,INR 500,23 Seats available,4.0
Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,Indu Travels,Non A/C Seater / Sleeper (2+1),22:00,04:30,06h 30m,INR 600,36 Seats available,4.0
Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,BRS Travels,NON AC Seater / Sleeper 2+1,22:30,05:00,06h 30m,INR 450,37 Seats available,3.9
Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,Indu Travels,Non A/C Seater / Sleeper (2+1),21:45,04:20,06h 35m,INR 550,30 Seats available,4.2
Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,BRS Travels,A/C Sleeper (2+1),22:30,05:30,07h 00m,INR 800,15 Seats available,4.2
Hyderabad to Kodad,https://www.redbus.in/bus-tickets/hyderabad-to-kodad,NueGo,Electric A/C Seater (2+2),09:30,15:05,05h 35m,432,29 Seats available,3.9
Hyderabad to Kodad,https://www.redbus.in/bus-tickets/hyderabad-to-kodad,NueGo,Electric A/C Seater/Sleeper (2+1),10:30,15:55,05h 25m,356,33 Seats available,4.2
Hyderabad to Kodad,https://www.redbus.in/bus-tickets/hyderabad-to-kodad,NueGo,Electric A/C Seater (2+2),11:00,16:15,05h 15m,356,27 Seats available,4.9
Hyderabad to Kodad,https://www.redbus.in/bus-tickets/hyderabad-to-kodad,NueGo,Electric A/C Seater (2+2),11:30,16:55,05h 25m,432,36 Seats available,4.5
Hyderabad to Kodad,https://www.redbus.in/bus-tickets/hyderabad-to-kodad,NueGo,Electric A/C Seater (2+2),13:30,18:45,05h 15m,356,26 Seats available,4.8
Hyderabad to Kodad,https://www.redbus.in/bus-tickets/hyderabad-to-kodad,NueGo,Electric A/C Seater (2+2),15:00,20:25,05h 25m,432,33 Seats available,3.3
Hyderabad to Kodad,https://www.redbus.in/bus-tickets/hyderabad-to-kodad,NueGo,Electric A/C Seater (2+2),16:00,21:15,05h 15m,356,28 Seats available,4.3
Hyderabad to Kodad,https://www.redbus.in/bus-tickets/hyderabad-to-kodad,SVR Tours and Travels,Volvo A/C Sleeper (2+1),16:30,22:30,06h 00m,INR 670,28 Seats available,3.3
Hyderabad to Kodad,https://www.redbus.in/bus-tickets/hyderabad-to-kodad,Zingbus Plus,A/C Sleeper (2+1),19:50,23:35,03h 45m,660,25 Seats available,4.6
Hyderabad to Kodad,https://www.redbus.in/bus-tickets/hyderabad-to-kodad,SVR Tours and Travels,A/C Seater / Sleeper (2+1),16:30,22:30,06h 00m,INR 580,25 Seats available,3.6
Hyderabad to Addanki,https://www.redbus.in/bus-tickets/hyderabad-to-addanki,Sri Vengamamba Bus Transport (SVBT),A/C Seater / Sleeper (2+1),21:40,05:30,07h 50m,INR 426,19 Seats available,3.9
Hyderabad to Addanki,https://www.redbus.in/bus-tickets/hyderabad-to-addanki,Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),22:30,06:00,07h 30m,INR 400,28 Seats available,3.6
Hyderabad to Addanki,https://www.redbus.in/bus-tickets/hyderabad-to-addanki,Chandu Travels,A/C Sleeper (2+1),22:15,05:15,07h 00m,741,23 Seats available,3.4
Hyderabad to Addanki,https://www.redbus.in/bus-tickets/hyderabad-to-addanki,Orange Tours And Travels,Volvo Multi-Axle Sleeper A/C (2+1),23:45,06:15,06h 30m,INR 800,32 Seats available,4.8
Hyderabad to Addanki,https://www.redbus.in/bus-tickets/hyderabad-to-addanki,KMBT Travels,NON A/C Hi-Tech Push Back (2+2),21:45,05:00,07h 15m,570,28 Seats available,3.3
Hyderabad to Addanki,https://www.redbus.in/bus-tickets/hyderabad-to-addanki,Sri Lakshmi Narasimha Travels (SLNT),A/C Sleeper (2+1),22:00,04:30,06h 30m,760,23 Seats available,3.1
Hyderabad to Addanki,https://www.redbus.in/bus-tickets/hyderabad-to-addanki,Vihari Travels ,Non A/C Seater / Sleeper (2+1),21:20,04:40,07h 20m,INR 1190,35 Seats available,3.3
Hyderabad to Addanki,https://www.redbus.in/bus-tickets/hyderabad-to-addanki,Sri Krishna Travels,A/C Semi Sleeper / Sleeper (2+1),21:45,04:30,06h 45m,INR 550,40 Seats available,4.8
Hyderabad to Addanki,https://www.redbus.in/bus-tickets/hyderabad-to-addanki,SAI PRASANNA TRAVELS,Non A/C Seater / Sleeper (2+1),21:40,04:50,07h 10m,INR 399,29 Seats available,4.5
Hyderabad to Addanki,https://www.redbus.in/bus-tickets/hyderabad-to-addanki,Mozo travels,A/C Sleeper (2+1),22:00,04:00,06h 00m,INR 900,24 Seats available,4.2
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Sri Vengamamba Bus Transport (SVBT),A/C Seater / Sleeper (2+1),21:40,06:15,08h 35m,INR 426,19 Seats available,4.1
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Kamakshi Tours And Travels,Non A/C Seater / Sleeper (2+1),21:30,06:00,08h 30m,INR 500,23 Seats available,4.1
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,V Kaveri Travels,Scania AC Multi Axle Sleeper (2+1),21:30,05:45,08h 15m,INR 1200,23 Seats available,4.1
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Chandu Travels,A/C Sleeper (2+1),22:15,05:45,07h 30m,741,23 Seats available,3.8
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Sri Krishna Travels,A/C Sleeper (2+1),22:30,05:30,07h 00m,INR 900,20 Seats available,3.5
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Sri Krishna Travels,Non A/C Seater / Sleeper (2+1),20:00,05:00,09h 00m,INR 550,30 Seats available,3.4
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Sri Krishna Travels,NON A/C Semi Sleeper / Sleeper (2+1),22:00,05:30,07h 30m,INR 550,33 Seats available,3.5
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),22:30,06:55,08h 25m,INR 500,28 Seats available,3.9
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,V Kaveri Travels,Volvo Multi-Axle A/C Sleeper (2+1),21:30,05:30,08h 00m,INR 900,18 Seats available,3.8
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Sri Sahasra Tours and Travels,A/C Seater / Sleeper (2+1),21:00,05:30,08h 30m,INR 449,26 Seats available,4.2
Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,APSRTC - 5724,Express(Non AC Seater),09:30,16:00,06h 30m,INR 306,37 Seats available,3.8
Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,APSRTC - 47172,INDRA(A.C. Seater),11:00,16:15,05h 15m,INR 506,32 Seats available,4.4
Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,APSRTC - 5455,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",11:30,17:30,06h 00m,INR 398,21 Seats available,3.9
Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,APSRTC - 5080,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),12:00,17:25,05h 25m,INR 632,42 Seats available,3.8
Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,APSRTC - 5533,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:00,19:00,06h 00m,INR 398,33 Seats available,3.2
Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,APSRTC - 5751,Express(Non AC Seater),14:15,20:35,06h 20m,INR 280,45 Seats available,3.5
Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,APSRTC - 47577,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:30,20:30,06h 00m,INR 398,14 Seats available,3.9
Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,APSRTC - 5513,SAPTAGIRI EXPRESS,14:45,20:45,06h 00m,INR 285,42 Seats available,3.8
Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,APSRTC - 35292,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:00,21:30,06h 30m,INR 398,10 Seats available,4.6
Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,APSRTC - 5471,SAPTAGIRI EXPRESS,15:30,21:30,06h 00m,INR 280,44 Seats available,4.1
Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,FRESHBUS,Electric A/C Seater (2+2),08:30,13:30,05h 00m,500,27 Seats available,4.0
Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,NueGo,Electric A/C Seater (2+2),08:35,12:45,04h 10m,333,8 Seats available,4.3
Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,NueGo,Electric A/C Seater (2+2),09:00,14:45,05h 45m,332,13 Seats available,3.8
Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Rajesh Transports,A/C Volvo B11R Multi-Axle Sleeper (2+1),10:30,14:30,04h 00m,INR 775,28 Seats available,3.7
Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,NueGo,Electric A/C Seater (2+2),11:00,17:25,06h 25m,332,14 Seats available,3.5
Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,APSRTC - 6066,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",10:00,17:00,07h 00m,INR 439,30 Seats available,3.1
Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,APSRTC - 9267,INDRA(A.C. Seater),10:30,17:00,06h 30m,INR 526,25 Seats available,2.7
Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,APSRTC - 9255,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",11:30,18:30,07h 00m,INR 439,33 Seats available,4.1
Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,APSRTC - 6015,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:30,20:30,07h 00m,INR 439,30 Seats available,3.6
